draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1958,8,3,Det,Jack,Quiggle,N/A,Michigan State,N
1958,8,4,NYK,Milt,Kane,N/A,Utah,N
1958,8,5,PH1,Tom,Brennan,BrennTo01,Villanova,N
1958,8,6,Syr,Ruel,Tucker,N/A,Rockhurst,N
1958,8,7,StL,Bruno,Boin,N/A,Washington,N
1958,9,1,MIE,Joe,Hobbs,N/A,Florida,N
1958,9,2,Cin,Larry,Staverman,StaveLa01,Villa Madonna,N
1958,9,3,Det,Harry,Marske,N/A,North Dakota State,N
1958,9,4,NYK,John,McCarthy,N/A,Notre Dame,N
1958,9,5,PH1,Nick,Davis,N/A,Maryland,N
1958,9,6,StL,Tink,Van Patton,N/A,Temple,N
1958,10,1,MIE,Shorty,Patterson,N/A,Gustavus Adolphus,N
1958,10,2,Cin,Jack,Parr,ParrJa01 ,Kansas State,N
1958,10,3,Det,Pete,Gaudin,N/A,Loyola (LA),N
1958,10,4,PH1,Larry,Hedden,N/A,Michigan State,N
1958,10,5,StL,James,Purcell,N/A,Coe,N
1958,11,1,MIE,Hal,Duffy,N/A,Oregon,N
1958,11,2,Cin,Frank,Tartaton,N/A,Xavier (OH),N
1958,11,3,Det,Herb,Merritt,N/A,Tennessee Tech,N
1958,11,4,StL,Don,Klein,N/A,Rockhurst,N
1958,12,1,MIE,Gary,Simmons,N/A,Idaho,N
1958,12,2,Cin,Don,Medsker,N/A,Iowa State,N
1958,12,3,Det,Jim,Dew,N/A,Alabama State,N
1958,12,4,StL,Joe,Buckhalter,BuckhJo01,Tennessee State,N
1958,13,1,MIE,Jerry,Alcom,N/A,Fresno State,N
1958,13,2,Cin,Jerry,DuPont,N/A,Louisville,N
1958,14,1,Cin,Jim,Newcomb,N/A,Duke,N
1958,15,1,Cin,Adrian,Smith,SmithAd01,Kentucky,N
1958,16,1,Cin,Jack,McCarthy,N/A,Dayton,N
1958,17,1,Cin,John,Powell,N/A,Miami (OH),N
1959,1,1,Cin,Bob,Boozer,BoozeBo01,Kansas State,N
1959,1,2,Det,Bailey,Howell,HowelBa01,Mississippi State,N
1959,1,3,PH1,Wilt,Chamberlain,ChambWi01,Kansas,N
1959,1,4,MIE,Tom,Hawkins,HawkiTo01,Notre Dame,N
1959,1,5,Syr,Dick,Barnett,BarneDi01,Tennessee State,N
1959,1,6,NYK,Johnny,Green,GreenJo01,Michigan State,N
1959,1,7,StL,Bob,Ferry,FerryBo01,St. Louis,N
1959,1,8,Bos,John,Richter,RichtJo01,North Carolina State,N
1959,2,1,Det,Tom,Robitaille,N/A,Rice,N
1959,2,2,Det,Don,Goldstein,N/A,Louisville,N
1959,2,3,PH1,Joe,Ruklick,RukliJo01,Northwestern,N
1959,2,4,MIE,Rudy,LaRusso,LaRusRu01,Dartmouth,N
1959,2,5,Syr,Gene,Tormohlen,TormoGe01,Tennessee,N
1959,2,6,StL,Alan,Seiden,N/A,St. John's,N
1959,2,7,StL,Cal,Ramsey,RamseCa01,New York University,N
1959,2,8,Bos,Gene,Guarilia,GuariGe01,George Washington,N
1959,3,1,Cin,Mike,Mendenhall,N/A,Cincinnati,N
1959,3,2,Det,Gary,Alcorn,AlcorGa01,Fresno State,N
1959,3,3,PH1,Jim,Hickaday,N/A,Memphis State,N
1959,3,4,MIE,Bob,Smith,SmithBo01,West Virginia,N
1959,3,5,Syr,Jon,Cincebox,N/A,Syracuse,N
1959,3,6,NYK,Bob,Anderegg,AnderBo01,Michigan State,N
1959,3,7,StL,Hank,Stein,N/A,Xavier (OH),N
1959,3,8,Bos,Ralph,Croswaite,N/A,Western Kentucky,N
1959,4,1,Cin,Leo,Byrd,N/A,Marshall,N
1959,4,2,Det,George,Lee,LeeGe01  ,Michigan,N
1959,4,3,PH1,Ron,Stevenson,N/A,Texas Christian,N
1959,4,4,MIE,Wilson,Eison,N/A,Purdue,N
1959,4,5,Syr,Paul,Neumann,NeumaPa01,Stanford,N
1959,4,6,NYK,John,Cox,CoxJo01  ,Kentucky,N
1959,4,7,StL,Lee,Harman,N/A,Oregon State,N
1959,4,8,Bos,Ed,Kazakavich,N/A,Stanford,N
1959,5,1,Cin,Harry,Kirchner,N/A,Texas Christian,N
1959,5,2,Det,Tony,Windis,WindiTo01,Wyoming,N
1959,5,3,PH1,Bill,Telasky,N/A,George Washington,N
1959,5,4,MIE,Bobby,Mason,N/A,Bradley,N
1959,5,5,Syr,Roger,Taylor,N/A,Illinois,N
1959,5,6,NYK,Herb,Busch,N/A,Virginia,N
1959,5,7,StL,Nick,Mantis,MantiNi01,Northwestern,N
1959,5,8,Bos,Don,Lange,N/A,William & Mary,N
1959,6,1,Cin,Don,Hennon,N/A,Pittsburgh,N
1959,6,2,Det,Lou,Jordan,N/A,Cornell,N
1959,6,3,PH1,Joe,Spratt,N/A,St. Joseph's (PA),N
1959,6,4,MIE,Jim,Henry,N/A,Vanderbilt,N
1959,6,5,Syr,Bob,Dalton,N/A,California,N
1959,6,6,NYK,Bucky,McDonald,N/A,George Washington,N
1959,6,7,StL,Mike,Moran,N/A,Marquette,N
1959,6,8,Bos,Bob,Cumings,N/A,Boston U,N
1959,7,1,Cin,Dale,Moore,N/A,Eastern Kentucky,N
1959,7,2,Det,Doug,Smart,N/A,Washington,N
1959,7,3,PH1,Joe,Ryan,N/A,Villanova,N
1959,7,4,MIE,Charley,Grote,N/A,Georgetown (KY),N
1959,7,5,Syr,Darnell,Haney,N/A,Navy,N
1959,7,6,NYK,Russ,Robinson,N/A,SW Missouri,N
1959,7,7,StL,Orby,Arnold,N/A,Memphis State,N
1959,8,1,Cin,Don,Matuszak,N/A,Kansas State,N
1959,8,2,Det,Chuck,Curtis,N/A,Pacific Lutheran,N
1959,8,3,PH1,Dave,Gunther,GunthDa01,Iowa,N
1959,8,4,MIE,Leon,Hill,N/A,Texas Tech,N
1959,8,5,NYK,Walt,Torrence,N/A,UCLA,N
1959,8,6,StL,Willie,Merriwether,N/A,Purdue,N
1959,9,1,Cin,Joe,McDade,N/A,Bradley,N
1959,9,2,Det,Doyle,Edmiston,N/A,Hardin-Simmons,N
1959,9,3,PH1,Carl,Belz,N/A,Princeton,N
1959,9,4,MIE,Jim,Mudd,N/A,North Texas State,N
1959,9,5,NYK,Jerry,Shipp,N/A,SE Oklahoma,N
1959,9,6,StL,Lou,Pucillo,N/A,North Carolina State,N
1959,10,1,Cin,Joe,Viviano,N/A,Xavier (OH),N
1959,10,2,Det,Bruno,Boin,N/A,Washington,N
1959,10,3,PH1,Tony,Sellari,N/A,Lenoir Rhyne,N
1959,10,4,MIE,Roger,Johnson,N/A,Minnesota,N
1959,10,5,NYK,Paul,Wilcox,N/A,Davis & Elkins,N
1959,10,6,StL,Ron,Loneski,N/A,Kansas,N
1959,11,1,Cin,Charley,Brown,N/A,Seattle,N
1959,11,2,Det,MC,Burton,N/A,Michigan,N
1959,11,3,PH1,Phil,Warren,N/A,Northwestern,N
1959,11,4,MIE,Jack,Evans,N/A,Superior State,N
1959,11,5,NYK,Paul,Benes,N/A,Hope,N
1959,11,6,StL,John,Barnhill,BarnhJo01,Tennessee State,N
1959,12,1,Cin,Roger,Wendel,N/A,Tulsa,N
1959,12,2,MIE,Vern,Baggenstoss,N/A,St. Cloud State,N
1959,12,3,NYK,Ed,Blair,N/A,Western Michigan,N
1959,13,1,MIE,Dwayne,Smith,SmithDw01,Gustavus Adolphus,N
1959,13,2,NYK,John,Nicoll,N/A,Brigham Young,N
1959,14,1,NYK,Jack,Israel,N/A,SW Missouri,N
1960,1,1,Cin,Oscar,Robertson,RoberOs01,Cincinnati,N
1960,1,2,MIE,Jerry,West,WestJe01 ,West Virginia,N
1960,1,3,NYK,Darrall,Imhoff,ImhofDa01,California,N
1960,1,4,Det,Jack,Moreland,MorelJa01,Louisiana Tech,N
1960,1,5,Syr,Lee,Shaffer,N/A,North Carolina,N
1960,1,6,StL,Lenny,Wilkens,WilkeLe01,Providence,N
1960,1,7,PH1,Al,Bunge,N/A,Maryland,N
1960,1,8,Bos,Tom,Sanders,SandeTo01,New York University,N
1960,2,1,Cin,Jay,Arnette,ArnetJa01,Texas,N
1960,2,2,NYK,Dave,Budd,BuddDa01 ,Wake Forest,N
1960,2,3,NYK,Kelly,Coleman,N/A,Kentucky Wesleyan,N
1960,2,4,Det,Ron,Johnson,JohnsRo01,Minnesota,N
1960,2,5,Syr,Wilbur,Trosch,N/A,St. Francis (PA),N
1960,2,6,StL,Frank,Radovich,RadovFr01,Indiana,N
1960,2,7,PH1,Bill,Kennedy,kennewi01,Temple,N
1960,2,8,Bos,Leroy,Wright,WrighLe01,College of Pacific,N
1960,3,1,Cin,Ralph,Davis,DavisRa01,Cincinnati,N
1960,3,2,MIE,Jim,Hagan,N/A,Tennessee Tech,N
1960,3,3,NYK,Bob,McNeill,McNeiBo01,St. Joseph's (PA),N
1960,3,4,Det,Frank,Case,N/A,Dayton,N
1960,3,5,Syr,Joe,Roberts,RoberJo01,Ohio State,N
1960,3,6,StL,Fred,LaCour,LaCouFr01,San Francisco,N
1960,3,7,PH1,Bob,Mealy,N/A,Manhattan,N
1960,3,8,Bos,Mike,Graney,N/A,Notre Dame,N
1960,4,1,Cin,Dalen,Showalter,N/A,Tennessee,N
1960,4,2,MIE,Wally,Frank,N/A,Kansas State,N
1960,4,3,MIE,Ben,Warley,WarleBe01,Tennessee A&I,N
1960,4,4,Det,Ken,Remley,N/A,West Virginia Wesleyan,N
1960,4,5,Syr,Carl,Cole,N/A,Eastern Kentucky,N
1960,4,6,StL,Horace,Walker,WalkeHo01,Michigan State,N
1960,4,7,PH1,Charley,Sharp,N/A,Southwest Texas,N
1960,4,8,Bos,Sid,Cohen,N/A,Kentucky,N
1960,5,1,Cin,Don,Ogorek,N/A,Seattle,N
1960,5,2,MIE,George,Farley,N/A,Cornell,N
1960,5,3,NYK,Charley,McNeil,N/A,Maryland,N
1960,5,4,Det,Willie,Jones,JonesWi02,Northwestern,N
1960,5,5,Syr,Jim,Mudd,N/A,North Texas State,N
1960,5,6,StL,Jim,Darrow,DarroJi01,Bowling Green,N
1960,5,7,PH1,Al,Attles,AttleAl01,North Carolina A&T,N
1960,5,8,Bos,Wayne,Lawrence,N/A,Texas A&M,N
1960,6,1,Cin,Bobby,Mason,N/A,Bradley,N
1960,6,2,MIE,Bobby,Goodall,N/A,Tulsa,N
1960,6,3,NYK,David,Denton,N/A,Georgia Tech,N
1960,6,4,Det,Bill,Lowry,N/A,Christian Brothers,N
1960,6,5,Syr,Herschell,Turner,TurneHe02,Nebraska,N
1960,6,6,StL,York,Larese,LaresYo01,North Carolina,N
1960,6,7,PH1,Jim,Brangan,N/A,Princeton,N
1960,6,8,Bos,George,Newman,N/A,Kentucky,N
1960,7,1,Cin,Fred,Sobrero,N/A,Santa Clara,N
1960,7,2,MIE,Howard,Jolliff,JolliHo01,Ohio,N
1960,7,3,NYK,Dick,Doughty,N/A,California,N
1960,7,4,Det,Doug,Moe,MoeDo01  ,North Carolina,N
1960,7,5,Syr,Bernie,Kauffman,N/A,Kentucky,N
1960,7,6,StL,Bob,Sims,SimsBo01 ,Pepperdine,N
1960,7,7,PH1,Bob,Clarke,N/A,St. Joseph's (PA),N
1960,8,1,Cin,Sam,Stith,StithSa01,St. Bonaventure,N
1960,8,2,MIE,John,Werhas,N/A,USC,N
1960,8,3,NYK,George,Price,N/A,Memphis State,N
1960,8,4,Det,Mike,Yugovich,N/A,Youngstown,N
1960,8,5,Syr,Don,Lynch,N/A,LeMoyne,N
1960,8,6,StL,Don,Curry,N/A,Mississippis Southern,N
1960,8,7,PH1,George,Raveling,N/A,Villanova,N
1960,9,1,Cin,Al,Nealey,N/A,Arizona State,N
1960,9,2,MIE,Claude,Lefevre,N/A,Gonzaga,N
1960,9,3,NYK,Tony,Davis,N/A,Hawaii,N
1960,9,4,Det,Martin,Holland,N/A,Kentucky Wesleyan,N
1960,9,5,Syr,Bernie,Findlay,N/A,San Diego State,N
1960,9,6,StL,Bob,Castanada,N/A,Rockhurst,N
1960,9,7,PH1,Joe,Gallo,N/A,St. Joseph's,N
1960,10,1,Cin,Lon,Sizemore,N/A,West Virginia Tech,N
1960,10,2,MIE,Dick,Harvey,N/A,Creighton,N
1960,10,3,NYK,Walter,Mangham,N/A,Marquette,N
1960,10,4,Det,Joe,Kennelly,KenneJo01,Dayton,N
1960,10,5,StL,Americas,JohnLewis,N/A,Iowa,N
1960,11,1,Cin,Dennis,Moore,N/A,Regis,N
1960,11,2,MIE,Sterling,Forbes,N/A,Pepperdine,N
1960,11,3,NYK,Howard,Willis,N/A,Grambling,N
1960,11,4,Det,Mel,Peterson,PeterMe01,Wheaton,N
1960,11,5,StL,Dick,Davies,N/A,Louisiana State,N
1960,12,1,Cin,Ron,Altenberg,N/A,Cornell (IA),N
1960,12,2,MIE,Will,Jones,N/A,American,N
1960,12,3,NYK,Henry,Hart,N/A,Auburn,N
1960,12,4,Det,Don,Dobbert,N/A,Wheaton,N
1960,12,5,StL,Bob,Wilkinson,N/A,Indiana,N
1960,13,1,Cin,John,Milhoan,N/A,Marshall,N
1960,13,2,NYK,Dick,Furry,N/A,Ohio State,N
1960,13,3,Det,Lee,Hopfenspirger,N/A,Hamline,N
1960,14,1,Cin,Larry,Chaney,N/A,Montana State,N
1960,14,2,NYK,Jim,Hanna,N/A,USC,N
1960,15,1,Cin,Ducky,Potter,N/A,Moravian,N
1960,15,2,NYK,Jerry,Bechtal,N/A,Maryland,N
1960,16,1,Cin,Gene,Jordan,N/A,NW Missouri,N
1960,16,2,NYK,Jerry,Schofield,N/A,Utah State,N
1960,17,1,Cin,Ernie,McCray,N/A,Arizona,N
1960,17,2,NYK,Tandy,Gillis,N/A,California,N
1960,18,1,Cin,Don,Mills,N/A,Kentucky,N
1960,18,2,NYK,George,Krajick,KrajiGe01,Clemson,N
1960,19,1,Cin,Larry,Willey,N/A,Cincinnati,N
1960,20,1,Cin,Tony,Wilcox,N/A,Wittenberg,N
1960,21,1,Cin,Jim,McDonald,N/A,West Virginia Wesleyan,N
1961,1,1,CH2,Walt,Bellamy,BellaWa01,Indiana,N
1961,1,2,NYK,Tom,Stith,StithTo01,St. Bonaventure,N
1961,1,3,Cin,Larry,Siegfried,SiegfLa01,Ohio State,N
1961,1,4,Det,Ray,Scott,ScottRa01,Portland,N
1961,1,5,LAL,Wayne,Yates,YatesWa01,Memphis State,N
1961,1,6,Syr,Ben,Warley,WarleBe01,Tennessee State,N
1961,1,7,PH1,Tom,Meschery,MeschTo01,St. Mary's (CA),N
1961,1,8,StL,Cleo,Hill,HillCl01 ,Winston-Salem,N
1961,1,9,Bos,Gary,Phillips,PhillGa01,Houston,N
1961,2,1,NYK,Whitey,Martin,N/A,St. Bonaventure,N
1961,2,2,Cin,Bob,Wiesenhahn,WieseBo01,Cincinnati,N
1961,2,3,Det,Johnny,Egan,EganJo01 ,Providence,N
1961,2,4,LAL,Fred,Sawyer,N/A,Louisville,N
1961,2,5,Syr,Chris,Smith,N/A,Virginia Tech,N
1961,2,6,PH1,Ted,Luckenbill,LuckeTe01,Houston,N
1961,2,7,StL,Ron,Horn,HornRo01 ,Indiana,N
1961,2,8,Bos,Al,Butler,ButleAl01,Niagara,N
1961,2,9,CH2,Jack,Turner,TurneJa02,Louisville,N
1961,2,10,CH2,Jerry,Graves,N/A,Mississippi State,N
1961,2,11,CH2,York,Larese,LaresYo01,North Carolina,N
1961,2,12,CH2,Don,Kojis,KojisDo01,Marquette,N
1961,2,13,CH2,Doug,Moe,MoeDo01  ,North Carolina,N
1961,2,14,CH2,Jeff,Cohen,N/A,William & Mary,N
1961,3,1,NYK,Tony,Jackson,JacksTo01,St. John's,N
1961,3,2,Cin,Bob,Nordmann,NordmRo01,St. Louis,N
1961,3,3,Det,Doug,Kistler,KistlDo01,Duke,N
1961,3,4,LAL,Frank,Burgess,N/A,Gonzaga,N
1961,3,5,Syr,Charles,Osborne,OsborCh01,Western Kentucky,N
1961,3,6,PH1,Jack,Egan,N/A,St. Joseph's (PA),N
1961,3,7,StL,Tom,Chilton,N/A,East Tennessee,N
1961,3,8,Bos,Bill,Depp,N/A,Vanderbilt,N
1961,3,9,CH2,Bill,Bridges,BridgBi01,Kansas,N
1961,4,1,NYK,George,Blaney,BlaneGe01,Holy Cross,N
1961,4,2,Cin,Lowery,Kirk,N/A,Memphis State,N
1961,4,3,Det,George,Finley,N/A,Tennessee A&I,N
1961,4,4,LAL,Charles,Henke,N/A,Missouri,N
1961,4,5,Syr,Henry,Whitney,N/A,Iowa State,N
1961,4,6,PH1,John,Tidwell,N/A,Michigan,N
1961,4,7,StL,Gus,Guydon,N/A,Drake,N
1961,4,8,Bos,Carl,Cole,N/A,Eastern Kentucky,N
1961,4,9,CH2,Roger,Kaiser,N/A,Georgia Tech,N
1961,5,1,NYK,Bill,Smith,SmithBi03,St. Peter's,N
1961,5,2,Cin,Rossie,Johnson,N/A,Tennessee A&I,N
1961,5,3,Det,Dan,Doyle,DoyleDa01,Belmont Abbey,N
1961,5,4,LAL,Bill,Lickert,N/A,Kentucky,N
1961,5,5,Syr,Don,Jacobson,N/A,South Dakota,N
1961,5,6,PH1,Bruce,Spraggins,SpragBr01,Virginia Union,N
1961,5,7,StL,John,Berberich,N/A,UCLA,N
1961,5,8,Bos,Bob,DiStefano,N/A,North Carolina State,N
1961,5,9,CH2,Howie,Carl,CarlHo01 ,DePaul,N
1961,6,1,NYK,Cleveland,Buckner,BucknCl01,Jackson State,N
1961,6,2,Cin,Bob,Slobodnik,N/A,Duquesne,N
1961,6,3,Det,Lee,Patrone,N/A,West Virginia,N
1961,6,4,LAL,Bill,McClintock,N/A,California,N
1961,6,5,Syr,Billy,Price,N/A,New Mexico State,N
1961,6,6,PH1,Dick,Goldberg,N/A,Mississippi Southern,N
1961,6,7,StL,Bob,McDonald,N/A,Maryland,N
1961,6,8,Bos,Ned,Twyman,N/A,Duquesne,N
1961,6,9,CH2,Dave,Voss,N/A,Tulsa,N
1961,7,1,NYK,Donnis,Butcher,ButchDo01,Pikeville,N
1961,7,2,Cin,Dave,Zeller,ZelleDa01,Miami (OH),N
1961,7,3,Det,Burt,Price,N/A,Wittenberg,N
1961,7,4,LAL,Albert,Alamanza,N/A,Texas,N
1961,7,5,Syr,Roger,Newman,N/A,Kentucky,N
1961,7,6,PH1,Charles,McNeil,N/A,Maryland,N
1961,7,7,StL,Charles,Riley,N/A,Winston-Salem,N
1961,7,8,Bos,Mel,Klein,N/A,Aberdeen,N
1961,7,9,CH2,Ron,Heller,N/A,Wichita,N
1961,8,1,NYK,Cedrick,Price,N/A,Kansas State,N
1961,8,2,Cin,Jerry,Thelen,N/A,Villa Madonna,N
1961,8,3,Det,Walter,Ward,N/A,Hampton Institute,N
1961,8,4,LAL,Bill,Ellis,N/A,UCLA,N
1961,8,5,Syr,Dave,Mills,N/A,Seattle,N
1961,8,6,PH1,Larry,Swift,N/A,NE Missouri State,N
1961,8,7,StL,Gene,Velloff,N/A,Doane,N
1961,8,8,CH2,John,Wessels,N/A,Illinois,N
1961,9,1,NYK,Charles,Bowman,N/A,Wabash,N
1961,9,2,Cin,Larry,Krueger,N/A,Ohio,N
1961,9,3,Det,Peter,Baltic,N/A,Penn State,N
1961,9,4,LAL,Carl,Anderson,N/A,Oregon State,N
1961,9,5,Syr,Rex,Tippitt,N/A,Grambling,N
1961,9,6,StL,Herbert,Gray,N/A,North Carolina A&T,N
1961,9,7,CH2,Steve,Strange,N/A,Southern Methodist,N
1961,10,1,NYK,Ron,Debillous,N/A,Wisconsin State Teachers,N
1961,10,2,Cin,Jack,Waters,N/A,Mississippi,N
1961,10,3,Det,Wayne,Monson,N/A,Northern Michigan,N
1961,10,4,LAL,Robert,Williams,N/A,Hancock,N
1961,10,5,Syr,Pete,Chudy,N/A,Syracuse,N
1961,10,6,PH1,Leo,Hill,N/A,Cal StateLos Angeles,N
1961,10,7,StL,Tom,Faszholz,N/A,Concordia (MO),N
1961,10,8,CH2,Larry,Comley,ComleLa01,Kansas State,N
1961,11,1,NYK,Kevin,Loughery,LoughKe01,St. John's,N
1961,11,2,Cin,Carl,Short,N/A,Newberry,N
1961,11,3,Det,Richard,Kraft,N/A,Brockport,N
1961,11,4,LAL,Howard,Hunt,N/A,Duke,N
1961,11,5,Syr,Dick,Sammons,N/A,LeMoyne,N
1961,11,6,PH1,Corky,Whitrow,N/A,Georgetown (KY),N
1961,11,7,StL,Dick,Kepley,N/A,North Carolina,N
1961,12,1,NYK,Earl,Shultz,N/A,California,N
1961,12,2,Cin,George,Patterson,PatteGe01,Toledo,N
1961,12,3,StL,Jackie,Crawford,N/A,Centenary,N
1961,13,1,NYK,Ned,Jennings,N/A,Kentucky,N
1961,13,2,Cin,Clair,McRoberts,N/A,Monmouth,N
1961,13,3,StL,Howard,Stacy,N/A,Louisville,N
1961,14,1,NYK,Bill,Engressor,N/A,Louisiana State,N
1961,14,2,Cin,Carl,Bouldin,N/A,Cincinnati,N
1961,15,1,NYK,Vince,Kempton,N/A,St. Joseph's (PA),N
1962,1,1,CH2,Bill,McGill,McGilBi01,Utah,N
1962,1,2,NYK,Paul,Hogue,HoguePa01,Cincinnati,N
1962,1,3,StL,Zelmo,Beaty,BeatyZe01,Prairie View,N
1962,1,4,Det,Dave,DeBusschere,DeBusDa01,Detroit,N
1962,1,5,Syr,Len,Chappell,ChappLe01,Wake Forest,N
1962,1,6,Cin,Jerry,Lucas,LucasJe01,Ohio State,N
1962,1,7,PH1,Wayne,Hightower,HightWa01,Kansas,N
1962,1,8,LAL,Leroy,Ellis,EllisLe01,St. John's,N
1962,1,9,Bos,John,Havlicek,HavliJo01,Ohio State,N
1962,2,1,CH2,Terry,Dischinger,DischTe01,Purdue,N
1962,2,2,NYK,John,Rudometkin,RudomJo01,USC,N
1962,2,3,StL,Bob,Duffy,DuffyBo02,Colgate,N
1962,2,4,Det,Kevin,Loughery,LoughKe01,St. John's,N
1962,2,5,Syr,Chet,Walker,WalkeCh01,Bradley,N
1962,2,6,Cin,Bud,Olsen,olsenen01,Louisville,N
1962,2,7,PH1,Hubie,White,WhiteHu01,Villanova,N
1962,2,8,LAL,Gene,Wiley,N/A,Wichita State,N
1962,2,9,Bos,Jack,Foley,FoleyJa01,Holy Cross,N
1962,3,1,CH2,Don,Nelson,NelsoDo01,Iowa,N
1962,3,2,NYK,Bobby,Rascoe,RascoBo01,Western Kentucky,N
1962,3,3,StL,Charles,Hardnett,HardnCh01,Grambling,N
1962,3,4,Det,Harold,Hudgens,N/A,Texas Tech,N
1962,3,5,Syr,Porter,Meriwether,MeriwPo01,Tennessee State,N
1962,3,6,Cin,Chris,Appel,N/A,USC,N
1962,3,7,PH1,Dave,Fedor,FedorDa01,Florida State,N
1962,3,8,LAL,John,Green,N/A,UCLA,N
1962,3,9,Bos,Jim,Hadnot,HadnoJi01,Providence,N
1962,4,1,StL,Charles,Vaughn,VaughCh01,Southern Illinois,N
1962,4,2,NYK,Cliff,Luyk,N/A,Florida,N
1962,4,3,StL,Jerry,Grote,GroteJe01,Loyola (CA),N
1962,4,4,Det,Reggie,Harding,HardiRe01,None,N
1962,4,5,Syr,Bob,McCully,N/A,St. Bonaventure,N
1962,4,6,Cin,Jack,Thobe,N/A,Xavier (OH),N
1962,4,7,PH1,Garry,Roggenburk,N/A,Dayton,N
1962,4,8,LAL,Jan,Loudermilk,N/A,Southern Methodist,N
1962,4,9,Bos,Roger,Strickland,StricRo02,Jacksonville,N
1962,5,1,CH2,Cornell,Green,N/A,Utah State,N
1962,5,2,NYK,Bob,Burgess,N/A,Marshall,N
1962,5,3,StL,Tom,Hatton,N/A,Dayton,N
1962,5,4,Det,Lindbergh,Moody,N/A,South Carolina,N
1962,5,5,Syr,John,Windsor,WindsJo01,Stanford,N
1962,5,6,Cin,Mike,Wroblewski,N/A,Kansas State,N
1962,5,7,PH1,Jack,Jackson,N/A,Virginia Union,N
1962,5,8,LAL,Art,Whisnant,N/A,South Carolina,N
1962,5,9,Bos,Gary,Daniels,N/A,Citadel,N
1962,6,1,CH2,Bill,Hanson,N/A,Washington,N
1962,6,2,NYK,Ken,Stanley,N/A,Pacific,N
1962,6,3,StL,Jay,Carty,CartyJa01,Oregon State,N
1962,6,4,Det,Ed,Noe,N/A,Morehead State,N
1962,6,5,Syr,Larry,Van Eman,N/A,Wichita State,N
1962,6,6,Cin,Jerry,Foster,N/A,Drake,N
1962,6,7,PH1,Jim,Hudock,N/A,North Carolina,N
1962,6,8,LAL,Bucky,Keller,N/A,Virginia Tech,N
1962,6,9,Bos,Jim,Hooley,N/A,Boston College,N
1962,7,1,CH2,Jack,Ardon,N/A,Tulane,N
1962,7,2,NYK,Richie,Swartz,N/A,Hofstra,N
1962,7,3,StL,Bob,McAteer,N/A,La Salle,N
1962,7,4,Det,John,Bradley,N/A,Lawrence,N
1962,7,5,Syr,Bob,Sharpenter,N/A,Georgetown,N
1962,7,6,Cin,Gary,Cunningham,N/A,UCLA,N
1962,7,7,PH1,Howard,Montgomery,MontgHo01,Pan American,N
1962,7,8,Bos,Clyde,Arnold,N/A,Duquesne,N
1962,8,1,CH2,Larry,Pursiful,N/A,Kentucky,N
1962,8,2,NYK,Warren,Fouts,N/A,Oklahoma,N
1962,8,3,StL,Terry,Ball,N/A,Washington State,N
1962,8,4,Det,Mike,Rice,N/A,Duquesne,N
1962,8,5,Syr,Jerry,Harkness,HarknJe01,Loyola (IL),N
1962,8,6,Cin,Ed,Bento,N/A,Loyola (CA),N
1962,8,7,PH1,Bill,Kirvin,N/A,Xavier (OH),N
1962,8,8,LAL,Bill,Garner,GarneBi02,Portland,N
1962,8,9,Bos,Chuck,Chevalier,N/A,Boston College,N
1962,9,1,CH2,Carroll,Broussard,N/A,Texas A&M,N
1962,9,2,NYK,Paul,Benec,N/A,Duquesne,N
1962,9,3,StL,Marvin,Trotman,N/A,Elizabeth City,N
1962,9,4,Det,Bill,Nelson,N/A,Hamline,N
1962,9,5,Syr,Vince,Brewer,N/A,Iowa State,N
1962,9,6,Cin,Chris,Jones,N/A,Carson-Newman,N
1962,9,7,PH1,Tom,Kiefer,N/A,St. Louis,N
1962,9,8,LAL,Bill,Mattson,N/A,University of Minnesota Duluth,N
1962,9,9,Bos,Mike,Cingiser,N/A,Brown,N
1962,10,1,CH2,Pete,Campbell,N/A,Princeton,N
1962,10,2,NYK,Ralph,Richardson,N/A,Eastern Kentucky,N
1962,10,3,StL,Charlie,Sells,N/A,Washington State,N
1962,10,4,Det,Glenn,Moore,N/A,Oregon,N
1962,10,5,Cin,George,Knighton,N/A,New Mexico State,N
1962,10,6,PH1,Ken,McComb,N/A,North Carolina,N
1962,11,1,CH2,Jeff,Slade,SladeJe01,Kenyon,N
1962,11,2,NYK,Ed,Mazria,N/A,Pratt,N
1962,11,3,StL,Tom,Chappelle,N/A,Maine,N
1962,11,4,Cin,Frank,Pinchback,N/A,Xavier (OH),N
1962,11,5,PH1,Donnie,Walsh,N/A,North Carolina,N
1962,12,1,CH2,Mel,Nowell,NowelMe01,Ohio State,N
1962,12,2,StL,John,Caveny,N/A,LeMoyne,N
1962,12,3,PH1,Charles,Warren,N/A,Oregon,N
1962,13,1,CH2,Tom,Kennedy,N/A,Lewis,N
1962,13,2,StL,Jerry,Carlton,N/A,Arkansas,N
1962,14,1,CH2,Bob,Mahland,N/A,Williams,N
1962,14,2,StL,Wilky,Gilmore,N/A,Colorado,N
1962,15,1,CH2,Pat,McKenzie,N/A,Kansas State,N
1962,15,2,StL,Dave,Ricerto,N/A,Rhode Island,N
1962,16,1,CH2,Norman,Majors,N/A,Rockhurst (MO),N
1962,16,2,StL,Wally,Roundsville,N/A,California Tech,N
